Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
Port#:2,7453,54278469,9175815,251293,2130,0,0,0,0,-1,-3183,236,2,4,0,0,0,0,2,-928,14787,-1121,-6461,-23,True,0,6,640448,676986,-1,Normal,Normal
Port#:1,3529,102536102,74041555,252214,2126,0,0,0,0,1,-1332,-6600,2,5,0,0,0,0,1,697,9637,-235,-20786,556,True,0,7,518008,521342,-1,Normal,Normal
Port#:1,4288,46017495,64829260,7547,2994,0,0,0,0,-1,3122,-1173,4,5,0,0,0,0,3,-851,9283,97,718,63,True,0,210,20963,26808,-1,Diversion,Attack
Port#:1,172421,45189952,-6717608,292850,904,0,0,0,0,128,-885,-1280,2,5,0,0,0,0,2,349,19107,-1075,-316,884,True,0,6,963862,501043,-1,Normal,Normal
Port#:2,3367,20286165,13277993,952,402,0,0,0,0,4,-10340,-6742,4,4,0,0,0,0,3,645,2923,436,-9195,962,True,0,5,12893,9965,-1,Diversion,Attack
Port#:4,316350,23427651,4796089,298250,1638,0,0,0,0,3,-8613,-6521,3,5,0,0,0,0,4,290804,30511,-352,6128345,896,True,0,7,992872,990225,-1,Normal,Normal
Port#:3,7498,47486195,84868099,7548,3043,0,0,0,0,-1,-11050,1796,1,5,0,0,0,0,3,-787,3268,-1438,-3347,783,True,0,7,30244,31910,-1,Diversion,Attack
Port#:3,173241,54323786,38705003,288956,927,0,0,0,0,73,714,2289,4,5,0,0,0,0,4,558070,4103707,-812,6301778,182,True,0,8,980163,989686,-1,Normal,Normal
Port#:1,181363,94874189,134803255,211260,965,0,0,0,0,72,3129188,4422,2,5,0,0,0,0,2,-789,-14903,-703,17270,-8,True,0,7,946336,984534,-1,Normal,Normal
Port#:3,118761,44305411,89570035,311227,1564,0,0,0,0,3,-7990,3917,2,4,0,0,0,0,4,566919,6323486,-1002,18513,259,True,0,7,981231,1006570,-1,Normal,Normal
Port#:3,2474,81687937,39717559,300678,852,0,0,0,0,4,5383534,-261,2,5,0,0,0,0,4,-691,24248,188,2277,484,True,0,6,962311,1005414,-1,Normal,Normal
Port#:1,3023,56793313,27358615,4086,2183,0,0,0,0,0,-2341,2037,4,5,0,0,0,0,2,-372,-5395,-777,207,860,True,0,7,25347,28334,-1,Diversion,Attack
Port#:1,4559,49418205,115302632,720,1717,0,0,0,0,0,-1252,90,78,5,0,0,0,0,2,580746,-5022,-564,-3595,675,True,0,6,9722,18002,-1,Diversion,Attack
Port#:3,327138,104881699,83682891,298896,1531,0,0,0,0,3,-10803,2050,2,5,0,0,0,0,2,-624,23486,-1114,4201959,217,True,0,6,976982,993433,-1,Normal,Normal
Port#:4,3409,21975659,56363384,3729,1707,0,0,0,0,2,-8598,-4464,1,5,0,0,0,0,4,-93,12395,-771,4722,1072,True,0,6,1731,11495,-1,Diversion,Attack
Port#:2,181115,47011139,29321831,252687,2100,0,0,0,0,79,3641375,-8422,4,4,0,0,0,0,2,-1426,6423626,-1369,6413746,95,True,0,6,656710,648974,-1,Normal,Normal
Port#:3,1777,149651149,46530083,4916,1641,0,0,0,0,0,3523,5348,3,5,0,0,0,0,3,-1127,11539,-619,8177,385,True,0,6,10066,27382,-1,Diversion,Attack
Port#:3,186021,210929411,70404628,215874,1139,0,0,0,0,131,-1790,4752,4,5,0,0,0,0,4,-1108,9837,-1109,-4203,-98,True,0,5,986560,1021352,-1,Normal,Normal
Port#:2,2769,174174819,35441668,241814,2059,0,0,0,0,0,-8233,-189,2,5,0,0,0,0,1,-188,18943,136,6438,180,True,0,5,513187,508890,-1,Normal,Normal
Port#:1,5106,40326773,41637883,3890,3025,0,0,0,0,0,-7319,-5924,1,4,0,0,0,0,5,-385,6272,-13,-8548,-193,True,0,6,17818,28991,-1,Diversion,Attack
Port#:2,4310,41150789,77988509,5499,2758,0,0,0,0,75,-10090,-3769,4,5,0,0,0,0,5,14,2931,-700,-248,414,True,0,5,10844,28963,-1,Diversion,Attack
Port#:1,5274,269132892,4903520,4189,1683,0,0,0,0,1,4258,-2535,4,5,0,0,0,0,2,-537,-8552,-1005,-8781,370,True,0,5,8994,663386,-1,Normal,Attack
Port#:4,341462,17933189,86040752,231277,2081,0,0,0,0,4,479,6498,1,5,0,0,0,0,4,-653,12031,-167,-11039,328,True,0,5,986998,994855,-1,Normal,Normal
Port#:2,183379,40645576,30364383,405716,1742,0,0,0,0,-1,3873,11082,2,5,0,0,0,0,3,-425,-1239,-762,-1522,624539,True,0,8,653783,658967,-1,Normal,Normal
Port#:2,128605,187145886,201291400,252089,1728,0,0,0,0,3,-4919,-5596,4,5,0,0,0,0,3,-632,3460,56,6390773,489,True,0,7,654580,549036,-1,Normal,Normal
Port#:2,175396,139030288,158308574,299228,1986,0,0,0,0,70,-15533,-5506,4,5,0,0,0,0,3,-610,7063,-481,-3516,124,True,0,7,952135,997399,-1,Normal,Normal
Port#:4,319097,23989368,52756688,3122,2149,0,0,0,0,2,-2087,-6163,2,5,0,0,0,0,5,-1053,1765,-2082,-10605,-225,True,0,5,10599,23563,-1,Diversion,Attack
Port#:2,5388,41325044,123979659,6005,2729,0,0,0,0,3,-10751,3052,3,5,0,0,0,0,3,-996,21195,468,-9916,142,True,0,8,1004977,29356,-1,Normal,Attack
Port#:2,3110,102790369,5203314,8024,3029,0,0,0,0,2,-445,9788,59,5,0,0,0,0,5,-693,10672,-274,15061,1378,True,0,6,19804,26044,-1,Diversion,Attack
Port#:1,2587,185077095,26585317,231967,2753,0,0,0,0,1,-12109,749,4,5,0,0,0,0,2,988,4252,-438,-794,1227,True,0,6,664420,536251,-1,Normal,Normal
Port#:4,2462,19605873,11741070,-312,169,0,0,0,0,4,-4761,-3082,3,5,0,0,0,0,5,317,-4124,-566,-10774,1380,True,0,6,-632,3868,-1,Diversion,Attack
Port#:2,4870,16678345,36500308,161138,2704,0,0,0,0,-1,-7564,3691,3,5,0,0,0,0,2,-134,31254,-655,3900,505,True,0,5,662550,671448,-1,Normal,Normal
Port#:2,-334,84196201,77068514,665,2469,0,0,0,0,3,-3748,-8539,2,5,0,0,0,0,3,-285,2563,-937,-3926,872,True,0,5,8448,15383,-1,Diversion,Attack
Port#:2,178826,111649251,117124536,304045,809,0,0,0,0,3,-1678,-1615,2,4,0,0,0,0,2,-105,-10032,-1090,5613,421,True,0,6,498860,523236,-1,Normal,Normal
Port#:4,326741,91925327,168740,-1784,966,0,0,0,0,5,-581,9979,3,5,0,0,0,0,4,-829,10810,-775,3483,1089,True,0,5,-6210,10935,-1,Diversion,Attack
Port#:4,1272,19480143,19858139,3802,1967,0,0,0,0,4,-2574,-6721,1,5,0,0,0,0,5,-812,6007,-881,4552,1222,True,0,4,8650,17141,-1,Diversion,Attack
Port#:1,2686,105385454,219631322,251173,1237,0,0,0,0,0,-22519,8540,4,4,0,0,0,0,2,-46,-13838,99,-10858,1453,True,0,5,527591,668022,-1,Normal,Normal
Port#:1,3284,94658009,89188423,9280,1017,0,0,0,0,1,-8603,-6620,3,5,0,0,0,0,3,-983,21226,-1189,4934,1447,True,0,7,20485,27671,-1,Diversion,Attack
Port#:3,2718,44951556,20993964,4823,1594,0,0,0,0,3,-9152,-1824,3,5,0,0,0,0,4,-433,19438,-1279,5444,813,True,0,7,17154,16895,-1,Diversion,Attack
Port#:3,3825,69208199,16963223,2779,2683,0,0,0,0,4,6592,6652,3,5,0,0,0,0,3,-7,5374,-266,-1699,882,True,0,7,2093,16493,-1,Diversion,Attack
Port#:2,179129,23816738,6207328,158428,1914,0,0,0,0,4,-2290,-2426,4,5,0,0,0,0,4,-1220,9270,-417,-1031,-695,True,0,6,983935,1005028,-1,Normal,Normal
Port#:2,2090,22841731,28457005,208258,1409,0,0,0,0,3,5656,8310,68,5,0,0,0,0,4,54,1751,-1637,2643,429,True,0,6,500371,989538,-1,Normal,Attack
Port#:3,171281,29982869,23329393,319359,1196,0,0,0,0,3,1170,-288,128,5,0,0,0,0,4,-329,6313659,-1167,-17140,-33,True,0,7,1001060,1003069,-1,Normal,Normal
Port#:3,175763,108513393,190365498,300754,1031,0,0,0,0,75,-3712,-6698,2,5,0,0,0,0,3,-842,8243,147,6360524,900,True,0,7,963229,950802,-1,Normal,Normal
Port#:1,7975,60581592,18564211,4799,2602,0,0,0,0,0,-7224,-9706,1,5,0,0,0,0,2,232,9336,-630,-3534,1599,True,0,4,13234,28938,-1,Diversion,Attack
Port#:2,3913,74296625,72230861,4819,1715,0,0,0,0,79,-9042,8334,4,5,0,0,0,0,3,-664,7472,-864,-2922,856,True,0,6,18866,15076,-1,Diversion,Attack
Port#:2,2759,85200647,68489000,9228,2886,0,0,0,0,0,-9065,1543,4,4,0,0,0,0,2,221,4609,-2457,1597,813,True,0,5,17575,16595,-1,Diversion,Attack
Port#:3,1785,28368104,60278130,6716,3027,0,0,0,0,4,-4903,-7496,4,5,0,0,0,0,5,-1029,10675,163,52,65,True,0,8,16791,21313,-1,Diversion,Attack
Port#:2,126408,108028226,7737012,308942,2207,0,0,0,0,0,-4889,-678,1,4,0,0,0,0,3,-1110,414,-368,10263,620405,True,0,5,1002503,1015141,-1,Normal,Normal
Port#:3,287920,24136344,25537290,308951,862,0,0,0,0,3,-5288,933,4,5,0,0,0,0,4,557540,6455552,546726,6154420,644,True,0,7,987320,1012107,-1,Normal,Normal
Port#:1,173452,77337420,154131591,247154,2445,0,0,0,0,0,-419,3521353,2,5,0,0,0,0,1,-3,26685,-1108,23968,-347,True,0,6,970401,508642,-1,Normal,Normal
Port#:2,3278,85773733,138453592,3482,1090,0,0,0,0,82,-2518,-3392,4,5,0,0,0,0,5,-32,-10192,-969,5136,585,True,0,203,12831,22943,-1,Diversion,Attack
Port#:2,2200,25181265,50258740,2968,1277,0,0,0,0,3,-4423,-3321,4,5,0,0,0,0,3,412,2717,43,-5168,423,True,0,5,8578,15806,-1,Diversion,Attack
Port#:3,5584,50045542,69281711,5056,1781,0,0,0,0,4,2701,9496,2,5,0,0,0,0,3,-193,15018,-303,-224,1593,True,0,6,14983,20441,-1,Diversion,Attack
Port#:2,3917,79152568,19938739,5852,1186,0,0,0,0,0,6192,-1605,3,5,0,0,0,0,5,-97,9314,-1154,4388,94,True,0,211,12805,17673,-1,Diversion,Attack
Port#:3,5396,28163573,11245948,2821,2762,0,0,0,0,2,-2370,5325764,4,5,0,0,0,0,4,-597,-9400,-1482,-9229,567,True,0,7,14693,25905,-1,Diversion,Attack
Port#:3,178289,27133499,40169646,154437,1544,0,0,0,0,3,10899,3380657,2,5,0,0,0,0,3,-98,10803,-843,6302308,648123,True,0,5,986765,983175,-1,Normal,Normal
Port#:3,4953,19959500,21406761,1284,992,0,0,0,0,5,-2762,2456,4,5,0,0,0,0,4,63,12460,-894,-22210,-249,True,0,5,14156,28547,-1,Diversion,Attack
Port#:4,3109,20887481,23336828,902,2955,0,0,0,0,3,-317,-2654,4,5,0,0,0,0,5,356,5668,-704,-8736,701,True,0,4,15931,18373,-1,Diversion,Attack
Port#:1,178471,108021236,23180212,314448,1112,0,0,0,0,0,-429,8141,2,5,0,0,0,0,2,-776,15702,-661,6131423,-753,True,0,7,662665,1032556,-1,Normal,Normal
Port#:3,2490,24239556,24330080,5409,984,0,0,0,0,3,-2138,-6990,2,5,0,0,0,0,4,-321,5393,-593,5424,1048,True,0,4,11320,13036,-1,Diversion,Attack
Port#:2,7967,128011317,84074734,419709,2634,0,0,0,0,-1,3703986,-9784,1,5,0,0,0,0,2,-373,7977,-1259,11474,-453,True,0,7,678151,661964,-1,Normal,Normal
Port#:4,2678,17807384,18019033,-105,1241,0,0,0,0,4,-11416,-9176,3,5,0,0,0,0,5,-275,26869,-607,2366,-124,True,0,8,5995,7312,-1,Diversion,Attack
Port#:4,3610,20809535,27332054,2702,302,0,0,0,0,4,-4488,-8189,4,5,0,0,0,0,5,-193,15253,230,3342,1113,True,0,8,5951,9075,-1,Diversion,Attack
Port#:1,184187,138074850,94109018,250606,2043,0,0,0,0,-1,1546,-3506,2,4,0,0,0,0,2,-199,12422,-949,18110,867,True,0,5,645770,675957,-1,Normal,Normal
Port#:2,3637,47339441,75839466,2875,3065,0,0,0,0,0,6275,-1858,2,5,0,0,0,0,3,-718,18065,-162,15666,517,True,0,7,21456,24583,-1,Diversion,Attack
Port#:1,4980,75121743,49664234,862,1614,0,0,0,0,0,-8247,-6567,2,5,0,0,0,0,5,-487,-15356,-958,-6488,780,True,0,4,16713,19405,-1,Diversion,Attack
Port#:3,175153,20819817,150544339,298631,913,0,0,0,0,3,-16227,-1962,4,5,0,0,0,0,4,-138,1616,-807,4389,195,True,0,6,962683,997147,-1,Normal,Normal
Port#:3,180370,142000038,26492022,212787,1490,0,0,0,0,127,-9710,3205965,1,5,0,0,0,0,1,398,6172027,-567,-5737,605,True,0,9,501697,1000902,-1,Normal,Normal
Port#:2,328089,83588279,2603446,158047,1517,0,0,0,0,1,-12025,-1893,4,5,0,0,0,0,2,108,6199,-980,-5676,617116,True,0,5,983166,981608,-1,Normal,Normal
Port#:3,175372,19165085,157690498,299735,2590,0,0,0,0,89,-6952,-5869,1,5,0,0,0,0,4,-844,14420,-469,4758,10,True,0,5,953540,964330,-1,Normal,Normal
Port#:1,478,3608837,36415113,5376,155,0,0,0,0,0,5560,9967,4,5,0,0,0,0,3,-1637,15138,-1631,-9555,680,True,0,5,14814,20736,-1,Diversion,Attack
Port#:2,4183,45282879,86082652,5315,2813,0,0,0,0,0,5643068,-784,2,5,0,0,0,0,4,-829,15086,255,-8187,-497,True,0,7,17274,24588,-1,Diversion,Attack
Port#:2,3375,7503249,-405812,5114,980,0,0,0,0,4,4834,-1583,3,5,0,0,0,0,2,-24,542,-450,-17189,241,True,0,5,9223,21487,-1,Diversion,Attack
Port#:1,4559,66883930,24499777,2975,2951,0,0,0,0,0,-7664,-520,2,5,0,0,0,0,5,-553,3408,43,-3274,453,True,0,6,16846,29573,-1,Diversion,Attack
Port#:4,3810,74096035,20669508,3325,2043,0,0,0,0,3,-419,95,3,5,0,0,0,0,3,544,4316,-730,7435,373,True,0,7,9808,23439,-1,Diversion,Attack
Port#:3,2430,-4020292,83080239,3755,1690,0,0,0,0,78,-1818,-6258,4,5,0,0,0,0,3,-621,-6974,478,-5757,604,True,0,5,22808,17120,-1,Diversion,Attack
Port#:2,302821,20401744,45854903,293897,1385,0,0,0,0,3,-6243,3610,3,5,0,0,0,0,4,-294,9271,-586,-2943,-1384,True,0,7,4608,987668,-1,Diversion,Normal
Port#:2,189728,103261107,147771043,411959,2578,0,0,0,0,128,3241359,-5830,4,4,0,0,0,0,1,-647,571,-1379,575,439,True,0,6,647763,668810,-1,Normal,Normal
Port#:1,3875,113871826,62818924,5365,2662,0,0,0,0,0,221,-8427,4,5,0,0,0,0,2,-835,375,-1543,20162,582,True,0,4,21751,23946,-1,Diversion,Attack
Port#:1,3196,55794267,19306620,1936,1968,0,0,0,0,-1,-3901,3270,2,5,0,0,0,0,1,-1015,11252,-1009,11857,1194,True,0,4,7853,9123,-1,Normal,Attack
Port#:1,4577,124603907,74839982,248224,2719,0,0,0,0,1,-313,3176,4,5,0,0,0,0,2,153,-13301,-1555,-583,151,True,0,6,652205,513648,-1,Normal,Normal
Port#:2,187990,48568231,206881932,316157,1502,0,0,0,0,138,-6758,3779,4,4,0,0,0,0,3,-174,6509,371,7768,240,True,0,7,654311,673907,-1,Normal,Normal
Port#:1,181811,111068576,132717535,294597,1971,0,0,0,0,66,-8693,-2185,4,4,0,0,0,0,4,138,4139039,-1152,-5111,542,True,0,8,977828,1017477,-1,Normal,Normal
Port#:3,2163,15948703,1937715,4472,2042,0,0,0,0,0,2824,-6215,3,5,0,0,0,0,3,156,17840,-723,7217,1570,True,0,6,3043,20847,-1,Diversion,Attack
Port#:2,187915,100761443,113526590,246283,2836,0,0,0,0,70,-14026,-4588,135,4,0,0,0,0,1,-359,5708,-539,12143,-464,True,0,5,647923,674795,-1,Normal,Normal
Port#:2,6418,44829909,160671771,245730,3015,0,0,0,0,1,3360123,2671738,4,5,0,0,0,0,1,-450,16111,-718,-4518,4,True,0,3,641680,516980,-1,Normal,Normal
Port#:4,379,16383581,32818932,2073,1573,0,0,0,0,5,2378,4407,4,5,0,0,0,0,3,-424,8895,-1268,11328,627,True,0,5,2620,4456,-1,Diversion,Attack
Port#:1,3269,78368348,30435167,4222,2087,0,0,0,0,1,-9412,-11724,4,5,0,0,0,0,2,-389,20179,-633,-11105,1068,True,0,7,8202,13007,-1,Diversion,Attack
Port#:4,289845,18553654,2351524,4293,959,0,0,0,0,3,1477,3176,4,5,0,0,0,0,4,-544,-2497,-1211,918,342,True,0,6,7209,8315,-1,Diversion,Attack
Port#:1,1516,44048372,25475893,6812,1569,0,0,0,0,-1,9528,-9563,2,5,0,0,0,0,2,-130,12704,-1094,3707,481,True,0,5,16427,21631,-1,Diversion,Attack
Port#:4,5244,72004892,81220869,6533,262,0,0,0,0,0,226,3386,4,5,0,0,0,0,4,-331,10452,-949,-1309,409,True,0,4,11464,19874,-1,Diversion,Attack
Port#:3,337086,114651925,106180344,305131,1004,0,0,0,0,4,-2963,-4220,4,5,0,0,0,0,3,-256,-7893,-1360,-9957,-52,True,0,7,971791,1007267,-1,Normal,Normal
Port#:1,183026,194377635,183310408,300229,2620,0,0,0,0,0,507,-4748,74,5,0,0,0,0,1,559432,-2174,-527,2441,-1002,True,0,7,657498,670306,-1,Normal,Normal
Port#:2,2524,56420830,88993789,6121,2096,0,0,0,0,-1,-10887,-4690,2,4,0,0,0,0,2,-722,17211,-11,-3327,1066,True,0,5,12237,19715,-1,Diversion,Attack
Port#:4,2057,16679084,-1505949,3868,2207,0,0,0,0,78,-2000,3692,4,4,0,0,0,0,3,-861,8327,-621,11416,-55,True,0,6,-1254,18177,-1,Diversion,Attack
Port#:2,2137,99615700,58308580,7204,288,0,0,0,0,0,8459,-7611,4,4,0,0,0,0,2,71,19332,-54,12154,-349,True,0,212,16406,18606,-1,Diversion,Attack
Port#:1,341682,111037109,63622830,232317,2187,0,0,0,0,3,-16210,1399,4,5,0,0,0,0,4,-542,25171,-295,6266,599814,True,0,7,998213,991458,-1,Normal,Normal
Port#:1,4082,45710945,18792844,4212,2651,0,0,0,0,1,5758633,-6895,4,5,0,0,0,0,2,-227,15100,82,4653,731,True,0,6,18462,19846,-1,Diversion,Attack
Port#:1,6832,52677715,87129094,7433,2818,0,0,0,0,0,457,5920,2,5,0,0,0,0,2,-284,3476,247,-5323,165,True,0,5,27666,37056,-1,Diversion,Attack
Port#:2,2762,158080793,54991131,5174,2504,0,0,0,0,55,-14473,-3883,65,5,0,0,0,0,2,-157,3746,275,-4414,591,True,0,5,511024,22598,-1,Normal,Normal
Port#:1,5327,133374063,115378124,2841,2745,0,0,0,0,1,3182,-2296,2,5,0,0,0,0,2,-567,6289,306,1107,361,True,0,4,12444,667602,-1,Diversion,Attack
Port#:3,2741,114719527,47164557,951,910,0,0,0,0,3,-7397,-8443,4,4,0,0,0,0,4,139,21297,-874,-7173,514,True,0,6,2614,10967,-1,Diversion,Attack
Port#:1,7209,94119453,28107383,7506,3101,0,0,0,0,-1,-8905,578,2,5,0,0,0,0,5,795,-3146,-313,-9436,-204,True,0,6,20481,25164,-1,Diversion,Attack
Port#:2,180630,120338783,68254532,237965,1488,0,0,0,0,1,-13693,2773141,144,5,0,0,0,0,2,-1427,-1110,-1472,4190,-343,True,0,7,661381,662721,-1,Normal,Normal
Port#:3,256,24299916,18627140,2040,2000,0,0,0,0,55,774,-1125,4,5,0,0,0,0,4,-278,-9857,-220,6383,-774,True,0,5,968937,669902,-1,Diversion,Attack
Port#:2,304555,184527374,85564211,301631,2050,0,0,0,0,49,1464,3460240,3,5,0,0,0,0,2,559465,6515014,-1243,2825,264,True,0,6,972037,983415,-1,Normal,Normal
Port#:4,186181,22709556,84853386,160614,2052,0,0,0,0,67,-3588,-6329,2,5,0,0,0,0,3,-564,3045078,-332,2923,1258,True,0,5,518886,673209,-1,Normal,Normal
Port#:2,5574,108203085,29164347,5033,2702,0,0,0,0,0,1441,6478,124,5,0,0,0,0,1,83,-4300,290,-2232,1098,True,0,5,14982,677974,-1,Diversion,Attack
Port#:2,3565,110515588,130838869,430688,2171,0,0,0,0,0,-6500,3184,4,4,0,0,0,0,2,-557,-3961,-1130,-4990,370,True,0,5,658717,675763,-1,Normal,Normal
Port#:3,178242,19019657,42536950,297316,1417,0,0,0,0,83,-12026,9815,2,5,0,0,0,0,2,-709,25793,-629,4087,605710,True,0,5,972879,981041,-1,Normal,Normal
Port#:2,1641,36195001,25296195,241043,831,0,0,0,0,92,-8520,-354,4,5,0,0,0,0,3,-613,538,921,-10719,-664,True,0,6,494268,16429,-1,Normal,Normal
Port#:1,2869,15526339,62331967,2366,41,0,0,0,0,64,-5898,1428,4,5,0,0,0,0,5,-70,3097,-71,-2192,1045,True,0,6,4897,12461,-1,Diversion,Attack
Port#:2,4321,22452785,113649179,220032,2733,0,0,0,0,0,-9492,-5146,5,5,0,0,0,0,1,-350,20281,-488,-12601,338,True,0,5,640049,643098,-1,Normal,Normal
Port#:1,2341,101272708,81518453,252164,2869,0,0,0,0,0,-10513,20073,2,5,0,0,0,0,2,-780,-5971,101,-5861,729,True,0,5,508193,680523,-1,Normal,Normal
Port#:1,4575,66810643,149070276,8210,3164,0,0,0,0,0,2372,-16396,2,5,0,0,0,0,2,-527,10185,-1357,-5206,308,True,0,6,15894,33282,-1,Diversion,Attack
Port#:4,322679,19338793,18385918,290631,1131,0,0,0,0,4,-1625,-1527,4,5,0,0,0,0,4,568015,6322384,-2247,6051479,607099,True,0,4,987260,1017892,-1,Normal,Normal
Port#:1,3739,23737299,27832830,249089,2122,0,0,0,0,1,5479025,-7373,2,4,0,0,0,0,2,314,2545,-1199,-8832,791,True,0,4,486109,651963,-1,Normal,Normal
Port#:4,381533,49879027,44202241,221665,2302,0,0,0,0,4,5110,-590,1,4,0,0,0,0,4,-473,-1488,-1012,-8742,1962,True,0,6,29055,562780,-1,Normal,Attack
Port#:1,1695,48967457,76091591,425778,2539,0,0,0,0,67,-4165,-2200,124,5,0,0,0,0,2,-220,-3645,-189,-3151,576,True,0,5,979646,647965,-1,Normal,Normal
Port#:1,2429,2738596,17555652,3798,2138,0,0,0,0,0,-12501,5146,2,5,0,0,0,0,2,-15,5866,-208,6324,678,True,0,4,10663,8803,-1,Diversion,Attack
Port#:1,4739,76609571,10018539,425201,3182,0,0,0,0,0,3752,310,2,5,0,0,0,0,2,-556,4930,-1001,-1702,-950,True,0,6,660742,670201,-1,Normal,Normal
Port#:1,2167,81901313,82224060,7761,2697,0,0,0,0,1,-14604,-208,4,5,0,0,0,0,2,-230,11972,-448,102,795,True,0,5,16607,13940,-1,Diversion,Attack
Port#:3,4012,46695263,4737977,6172,262,0,0,0,0,5,-11283,-3609,4,5,0,0,0,0,3,-208,3244,-711,-732,1368,True,0,5,14954,16990,-1,Diversion,Attack
Port#:1,5710,81472861,91858663,130209,2208,0,0,0,0,0,-3584,-11806,53,4,0,0,0,0,2,308,-3912,116,-2142,517,True,0,7,660396,684751,-1,Normal,Normal
Port#:1,2166,92737718,64001541,1238,267,0,0,0,0,73,649,5639248,2,5,0,0,0,0,5,-204,27670,-142,10435,1017,True,0,6,10466,17655,-1,Diversion,Attack
Port#:1,184142,115841813,99752976,314147,2115,0,0,0,0,0,779,5651,4,5,0,0,0,0,1,-1212,6803,-301,9452,965,True,0,6,666443,657423,-1,Normal,Normal
Port#:2,4967,99250515,23859875,162830,2601,0,0,0,0,0,-4593,-935,2,5,0,0,0,0,3,-668,13935,-1016,519,-533,True,0,6,666105,523373,-1,Diversion,Normal
Port#:4,4377,20730003,23402458,4055,158,0,0,0,0,4,-7021,-3486,1,5,0,0,0,0,4,1122,1093,-713,-6508,794,True,0,4,6174,18421,-1,Diversion,Attack
Port#:1,180265,119852497,73541283,311213,1042,0,0,0,0,62,7822,-2094,4,5,0,0,0,0,2,-490,-729,185,5035,937,True,0,5,978645,660182,-1,Normal,Normal
Port#:4,2940,17353839,51321016,2316,2530,0,0,0,0,3,2443,5042,4,5,0,0,0,0,5,32,-7573,-1525,2965,1024,True,0,6,13730,9696,-1,Diversion,Attack
Port#:1,4571,49149295,37155186,246067,1883,0,0,0,0,1,-12788,3904,4,5,0,0,0,0,2,153,-17526,-813,14761,732,True,0,5,665167,538607,-1,Normal,Normal
Port#:1,4511,136719536,150185120,248254,1608,0,0,0,0,1,1234,16396,3,4,0,0,0,0,1,-461,14047,-853,-3730,142,True,0,4,661310,509173,-1,Normal,Normal
Port#:1,5431,87519917,113012128,304287,930,0,0,0,0,0,-1033,5396699,2,5,0,0,0,0,2,54,9643,-1382,2962,229,True,0,4,653154,655466,-1,Normal,Normal
Port#:4,356414,119481840,34873211,300210,2206,0,0,0,0,4,-3345,-6895,62,5,0,0,0,0,4,-738,6443711,-1158,3232189,646695,True,0,7,987402,1014923,-1,Normal,Normal
Port#:4,4561,138755031,103526253,4474,1255,0,0,0,0,4,4588,5246977,4,5,0,0,0,0,4,258,6619,725,-10427,542,True,0,6,10809,22605,-1,Diversion,Attack
Port#:4,2381,42109711,67307994,1812,1047,0,0,0,0,1,-1880,-447,1,5,0,0,0,0,3,-707,8985,-723,4634,86,True,0,6,15603,22329,-1,Diversion,Attack
Port#:1,2259,102505785,53845931,5532,1659,0,0,0,0,-1,-11512,-12653,4,5,0,0,0,0,2,-679,-4671,-1371,14653,1325,True,0,5,24856,19443,-1,Diversion,Attack
Port#:3,184239,160709251,24727564,163601,1399,0,0,0,0,0,943,-3632,4,5,0,0,0,0,3,-268,6079,164,-1758,1064,True,0,6,520765,991743,-1,Normal,Normal
Port#:2,4262,15816177,26920730,5868,1597,0,0,0,0,0,-409,3981,2,5,0,0,0,0,2,58,3962,259,3576,553,True,0,5,12903,20501,-1,Diversion,Attack
Port#:4,3687,14040636,9814873,2489,219,0,0,0,0,4,-7603,-2288,1,5,0,0,0,0,5,-237,-898,-966,-15182,1227,True,0,15,2286,11512,-1,Diversion,Attack
Port#:2,4669,81647663,87815897,432807,2075,0,0,0,0,-1,13,6978,2,5,0,0,0,0,1,-24,19692,-251,13252,807,True,0,4,530263,526573,-1,Normal,Normal
Port#:4,5847,51599742,35889751,4882,3200,0,0,0,0,5,-7456,-864,2,5,0,0,0,0,5,-35,-1233,-603,-13905,878,True,0,201,17763,30056,-1,Diversion,Attack
Port#:2,5455,87474325,154002575,252949,1850,0,0,0,0,-1,-17555,2323,2,5,0,0,0,0,2,-611,11112,-1336,-500,420,True,0,4,660648,668331,-1,Normal,Normal
Port#:3,3372,50423031,27931627,6323,433,0,0,0,0,3,1456,-3052,4,5,0,0,0,0,3,199,33030,-654,12867,-105,True,0,6,20582,28305,-1,Diversion,Attack
Port#:4,2063,20180483,11014385,932,201,0,0,0,0,2,-4362,1392,3,5,0,0,0,0,5,-501,6314,109,-8929,1544,True,0,6,1215,5038,-1,Diversion,Attack
Port#:3,187047,124228481,44109335,301791,2041,0,0,0,0,2,8884,-747,4,4,0,0,0,0,3,-1708,6420,-1479,-4877,306,True,0,8,659454,1027187,-1,Normal,Normal
